product_type,cost_per_unit,time_delivery,revenue,generic_holiday,day_of_week,number_of_product_units
538,728,8,4016,0,5,7
961,1141,10,8941,0,1,9
698,771,11,16973,0,5,25
612,1419,12,6379,0,6,6
834,1141,12,4313,0,6,5
838,572,13,5478,0,3,11
238,208,12,11896,0,1,65
939,1406,6,4916,0,1,4
803,308,14,6846,0,2,25
552,1503,8,15720,0,1,12
436,1563,7,5630,0,5,5
257,1987,9,4100,0,2,3
1022,1297,11,7020,0,5,7
662,182,14,6773,0,3,42
271,1078,13,10247,0,2,11
522,1453,8,8835,0,4,7
758,415,5,3478,0,3,10
720,1894,8,5776,0,5,4
664,670,11,5266,0,5,9
720,1894,8,5567,0,1,4
749,625,5,1781,0,6,4
490,1109,13,8500,0,6,9
976,1812,13,6381,0,4,4
972,416,10,3615,0,5,10
757,606,5,13230,0,1,25
754,729,5,4534,0,3,7
540,1621,14,6912,0,5,5
600,502,8,6454,0,6,15
981,131,14,7034,0,4,61
1060,415,9,6047,0,2,17
1033,1061,13,17085,0,5,19
888,637,10,7932,0,5,14
252,856,5,13535,0,3,18
455,1807,10,7666,0,3,5
162,1896,11,6105,0,5,4
491,405,7,8743,0,3,25
585,970,7,6541,0,2,8
148,789,5,9031,0,5,13
1011,650,12,8381,0,2,15
632,1952,5,5368,0,2,4
287,1091,12,10635,0,3,11
142,396,12,4942,0,3,14
812,328,5,5319,0,3,19
11,554,13,5960,0,6,13
541,1450,7,8973,0,1,7
26,1646,13,4656,0,4,4
915,1944,9,4248,0,2,3
1047,669,13,7551,0,1,13
22,344,9,6808,0,1,23
628,811,12,4695,0,5,7
728,284,13,6651,0,3,27
63,984,9,7270,0,2,9
385,1089,8,10821,0,6,12
2,1545,13,8117,0,4,6
608,1941,8,8221,0,3,5
842,326,9,16182,0,5,56
1010,168,6,8597,0,5,58
1097,1310,6,7925,0,1,7
148,789,5,10775,0,1,16
444,56,7,11904,0,3,239
780,623,12,7563,0,5,14
166,186,11,4349,0,2,27
981,131,14,9013,0,5,78
180,1680,7,5746,0,2,4
761,1347,7,10725,0,2,9
236,302,7,7358,0,1,28
252,856,5,11420,0,4,15
2,1545,13,2205,0,6,2
242,1541,8,1977,0,2,2
634,1298,7,6922,0,3,6
12,155,14,6266,0,6,46
762,51,5,2993,0,2,66
851,1394,11,0,1,2,0
1074,1117,9,4767,0,6,5
784,364,6,7534,0,4,24
223,1952,5,8311,0,3,5
661,1099,11,6059,0,5,7
715,382,5,6117,0,5,18
614,1422,10,5844,0,2,5
302,1786,13,3660,0,6,3
763,294,10,6438,0,2,25
692,1295,8,3498,0,6,4
866,1533,6,5165,0,1,4
436,1563,7,8181,0,1,6
552,1503,8,10578,0,2,8
854,1207,8,5055,0,1,5
212,196,12,5594,0,2,32
42,483,10,0,1,2,0
937,181,6,4984,0,2,31
680,1788,11,3358,0,4,3
571,1090,8,9168,0,6,10
874,684,14,3810,0,2,7
753,203,13,9958,0,5,55
924,1646,13,2538,0,6,2
918,1717,6,4446,0,3,3
171,369,9,5628,0,6,18
230,1279,9,5683,0,4,5
602,1850,11,6807,0,3,5
909,1117,10,8711,0,6,9
546,1002,10,16329,0,4,19
473,298,5,3184,0,5,12
204,1622,14,4982,0,1,4
962,454,7,5654,0,2,14
522,1453,8,8181,0,3,7
34,1162,13,10985,0,1,11
362,1815,6,12526,0,1,8
643,51,11,7229,0,3,159
835,95,6,6341,0,2,75
628,811,12,5290,0,4,8
815,574,5,8607,0,5,17
675,485,11,5821,0,4,14
924,1646,13,4797,0,1,4
701,1421,14,6899,0,3,6
544,1833,9,18046,0,2,12
1039,244,13,5258,0,5,25
350,586,8,6712,0,2,13
1010,168,6,5149,0,3,35
23,1704,13,4333,0,6,3
235,1873,9,5161,0,3,4
606,236,11,5744,0,1,28
173,832,9,6318,0,6,9
1073,719,5,7260,0,4,12
985,1024,8,8694,0,6,10
165,1728,14,3362,0,4,3
78,1169,6,5657,0,2,6
1093,1561,8,10600,0,5,8
386,1816,7,16354,0,1,11
805,1277,5,5468,0,4,5
572,1509,12,6046,0,3,5
363,1985,12,7028,0,3,4
375,490,5,3857,0,6,9
666,1415,7,7370,0,6,6
171,369,9,9062,0,3,28
569,1323,14,4449,0,5,4
446,474,6,8337,0,1,20
179,1112,10,1941,0,1,2
557,911,13,2987,0,5,4
889,1852,11,3672,0,4,3
784,364,6,7945,0,3,25
1091,1225,14,9189,0,5,9
55,756,12,2136,0,6,4
1052,281,6,5453,0,3,22
1068,423,13,4327,0,5,12
476,355,8,4782,0,3,16
516,1598,11,5249,0,2,4
669,1572,9,6307,0,1,5
442,562,10,2806,0,1,6
434,474,7,9867,0,5,24
362,1815,6,9218,0,4,6
294,827,10,7350,0,1,10
284,1334,7,6306,0,6,6
400,1423,12,13972,0,4,11
928,1459,5,5815,0,4,5
598,655,8,4966,0,3,9
252,856,5,8284,0,3,11
98,715,12,4650,0,4,8
65,1740,10,6284,0,2,5
944,1651,7,9800,0,6,7
831,1155,12,12181,0,6,12
188,1421,5,5158,0,6,5
936,1533,5,9029,0,6,7
505,176,12,3722,0,6,24
1064,800,10,8204,0,5,12
25,1912,7,10529,0,4,7
291,1395,5,7141,0,1,6
930,239,8,6360,0,5,30
1099,284,5,6483,0,6,26
958,824,9,3958,0,5,6
371,1461,13,4845,0,4,4
987,1748,8,10477,0,1,7
749,625,5,7939,0,2,15
607,1220,5,2825,0,3,3
872,1239,10,10334,0,2,10
245,351,12,11301,0,2,37
248,1795,6,8387,0,5,6
582,1745,14,8133,0,2,6
277,1717,6,6957,0,4,5
1085,1956,10,8005,0,5,5
423,1624,13,8808,0,4,7
817,1385,12,27174,0,4,22
716,1542,12,4222,0,4,4
292,438,13,6706,0,2,18
137,680,6,8327,0,5,14
729,1697,13,14652,0,3,10
857,339,5,7219,0,4,24
424,325,9,5985,0,1,21
352,1795,12,5477,0,1,4
912,1732,13,5609,0,5,4
589,1329,11,4931,0,4,5
449,1672,14,12328,0,4,9
756,435,12,18512,0,6,48
485,836,8,4981,0,4,7
323,108,13,4932,0,3,52
622,1437,14,2604,0,6,3
496,1786,10,6108,0,1,4
975,1180,13,6873,0,5,7
381,556,10,10352,0,3,21
197,859,14,5002,0,6,7
357,1640,13,5636,0,6,4
129,1645,13,8642,0,4,6
411,1225,5,11350,0,1,11
597,732,11,6000,0,6,10
70,633,7,4677,0,4,9
191,1317,14,6659,0,5,6
983,1027,9,7756,0,6,9
16,1173,13,5635,0,6,6
873,595,6,4267,0,5,9
32,1981,13,4144,0,5,3
7,308,8,11885,0,5,44
965,548,10,6394,0,4,14
470,1623,7,12704,0,6,9
24,1770,6,7418,0,3,5
850,1966,11,4492,0,1,3
360,179,14,7869,0,5,50
992,681,14,5456,0,1,9
793,1979,7,4183,0,5,3
927,173,14,5551,0,1,36
691,559,6,8496,0,2,18
175,795,7,6128,0,6,9
998,1379,11,4083,0,5,4
732,1653,6,4954,0,2,4
358,460,7,10715,0,3,27
536,369,8,9557,0,3,30
567,410,12,3866,0,3,11
392,1607,8,7968,0,4,6
755,1887,11,8643,0,3,6
960,1240,7,5841,0,4,6
630,561,11,2703,0,6,6
352,1795,12,7892,0,6,5
697,208,7,8937,0,1,49
1023,680,6,6605,0,2,11
923,456,11,5311,0,5,14
1003,1224,6,6709,0,1,7
1071,1591,9,7725,0,2,6
1009,281,13,5514,0,3,22
424,325,9,8357,0,3,29
359,1628,11,6099,0,3,5
157,540,8,9981,0,3,21
643,51,11,6555,0,6,144
956,1129,6,3633,0,3,4
124,760,12,5536,0,2,9
278,387,11,10454,0,1,31
638,99,7,5808,0,5,66
935,291,14,4573,0,1,18
492,63,7,8945,0,2,160
36,369,8,9916,0,6,31
706,1687,9,3753,0,3,3
976,1812,13,5070,0,6,4
76,661,10,8506,0,3,15
696,1131,6,6758,0,2,7
100,271,10,6667,0,1,28
1087,86,14,9575,0,1,125
175,795,7,4196,0,5,6
358,460,7,10861,0,5,27
250,1389,6,7676,0,4,7
965,548,10,0,1,2,0
606,236,11,8208,0,2,39
298,646,13,6936,0,3,13
768,576,9,19252,0,5,38
945,505,8,3785,0,1,9
780,623,12,9979,0,1,18
652,1137,10,6376,0,5,7
1095,485,13,3934,0,3,10
961,1141,10,10050,0,5,10
291,1395,5,6229,0,2,6
369,1436,9,5973,0,2,5
527,696,12,10887,0,3,18
546,1002,10,11930,0,6,14
707,1615,10,9778,0,5,7
391,497,13,3611,0,6,9
573,1408,8,2936,0,5,3
306,1985,10,5344,0,2,4
113,291,9,10618,0,1,41
54,1730,6,9634,0,1,7
189,774,7,7239,0,6,11
937,181,6,0,1,5,0
187,1870,8,4671,0,6,3
53,1625,10,6729,0,4,5
1004,1748,13,4518,0,4,3
1109,1781,11,4839,0,4,4
49,557,7,4392,0,2,9
431,543,12,7992,0,6,17
21,314,5,5637,0,5,21
963,386,6,11699,0,4,34
639,350,7,4209,0,2,14
463,954,5,6831,0,4,9
1091,1225,14,5821,0,4,6
528,380,11,16033,0,1,48
201,1862,13,6974,0,1,5
376,589,5,6764,0,5,13
179,1112,10,4785,0,4,5
344,1433,13,6510,0,6,6
405,1486,5,5836,0,3,5
910,1209,11,4549,0,6,5
1019,1390,8,9455,0,4,8
1009,281,13,4805,0,2,20
229,1477,9,9802,0,3,8
898,1202,9,6938,0,3,7
373,1417,12,4559,0,6,4
835,95,6,5377,0,5,64
1111,1269,11,3559,0,6,4
192,323,13,15296,0,5,54
342,1539,9,9316,0,4,7
361,1916,14,4831,0,6,3
327,1617,14,8513,0,2,6
494,1890,9,6256,0,5,4
836,353,11,5183,0,3,17
498,1252,6,7580,0,6,7
1059,492,9,5594,0,3,13
39,1083,13,3207,0,1,4
972,416,10,3358,0,4,10
748,1561,6,7324,0,5,6
226,1238,11,7043,0,1,7
95,1801,7,3610,0,6,3
124,760,12,2700,0,6,4
873,595,6,4849,0,1,10
778,603,8,6230,0,5,12
87,1339,8,7774,0,1,7
471,839,6,7055,0,6,10
750,1996,8,6624,0,1,4
572,1509,12,6448,0,2,5
772,243,12,3396,0,2,16
507,304,13,8751,0,4,33
742,1592,11,11564,0,1,9
762,51,5,3762,0,6,83
821,1043,13,4283,0,6,5
499,1952,10,4371,0,3,3
851,1394,11,5745,0,6,5
435,1228,9,2717,0,1,3
453,1892,5,14925,0,1,9
572,1509,12,9700,0,1,8
809,1609,11,7244,0,4,6
760,992,6,8189,0,5,10
381,556,10,9028,0,5,19
484,829,11,9670,0,1,14
968,242,7,5534,0,4,26
392,1607,8,8160,0,3,6
967,1089,5,13691,0,2,15
391,497,13,7747,0,5,18
905,987,13,7441,0,6,9
429,1226,11,3782,0,2,4
850,1966,11,5871,0,6,4
384,1455,5,4911,0,6,4
292,438,13,6566,0,2,17
225,729,10,5561,0,5,9
614,1422,10,11722,0,1,10
482,433,5,8015,0,2,21
715,382,5,8346,0,2,25
143,759,8,4532,0,6,7
843,1873,13,8822,0,5,6
532,965,11,11830,0,5,14
399,1225,13,8461,0,1,8
1045,1788,10,9381,0,5,6
325,1285,13,4457,0,3,4
397,77,6,10615,0,1,155
349,836,10,8995,0,6,13
1042,655,13,3109,0,3,6
111,1986,13,5234,0,4,3
398,1092,14,6979,0,1,8
346,977,8,6546,0,1,8
128,164,7,8858,0,5,61
542,216,5,5879,0,5,31
783,1975,12,7485,0,4,5
737,1146,6,4783,0,6,5
653,1678,7,4248,0,3,3
55,756,12,4420,0,5,7
858,1109,14,8061,0,1,9
959,203,13,8209,0,4,46
23,1704,13,5992,0,2,4
213,1253,9,6742,0,3,7
214,251,14,8000,0,2,36
973,1131,10,9926,0,1,10
293,294,14,7014,0,2,27
181,1914,9,8782,0,1,6
232,1132,10,2437,0,6,3
898,1202,9,5452,0,4,6
1090,1773,11,8560,0,1,6
1016,1946,6,4407,0,5,3
707,1615,10,9042,0,5,7
643,51,11,11398,0,1,251
544,1833,9,11574,0,6,8
74,722,10,4826,0,4,8
415,670,6,4820,0,2,9
57,1031,13,9492,0,1,11
171,369,9,12851,0,3,40
194,721,10,3374,0,2,6
623,1913,11,6341,0,1,4
1021,958,6,9408,0,6,11
593,938,12,13966,0,1,17
1038,963,9,4932,0,6,6
1064,800,10,8326,0,1,12
886,1325,12,5240,0,5,5
404,652,12,8092,0,3,14
516,1598,11,9467,0,1,7
13,523,8,6700,0,2,15
704,295,11,0,0,4,0
1096,1512,6,3964,0,3,3
315,880,7,3553,0,4,5
1033,1061,13,14045,0,4,15
1041,1399,7,6542,0,4,6
118,67,8,7355,0,5,123
271,1078,13,5596,0,3,6
608,1941,8,9561,0,1,6
821,1043,13,7578,0,2,9
958,824,9,5160,0,4,8
176,1722,9,8852,0,1,6
52,456,9,10277,0,1,26
847,669,5,7327,0,6,13
96,790,11,5974,0,2,9
65,1740,10,6142,0,5,4
759,680,5,5139,0,1,9
297,669,9,7605,0,4,13
923,456,11,6027,0,3,15
82,1982,10,11594,0,5,7
906,168,5,11594,0,4,78
197,859,14,7201,0,4,10
843,1873,13,8276,0,3,5
372,479,6,13066,0,1,31
998,1379,11,4008,0,6,4
1031,1053,5,5996,0,1,7
580,1633,11,8656,0,2,6
644,469,5,6573,0,1,16
929,327,6,4873,0,6,17
974,1115,14,15773,0,1,16
140,697,10,5913,0,1,10
792,1028,11,4962,0,2,6
360,179,14,4841,0,2,31
777,1704,9,3070,0,4,3
1007,1568,13,4933,0,1,4
294,827,10,6141,0,4,9
885,371,5,5473,0,2,17
197,859,14,5140,0,2,7
659,1101,5,6455,0,2,7
672,571,8,7712,0,5,16
9,1723,9,6031,0,6,4
1026,1650,14,7951,0,2,6
188,1421,5,4011,0,4,4
972,416,10,3973,0,5,11
787,1045,13,10421,0,2,12
1090,1773,11,4721,0,1,3
849,1631,5,6955,0,3,5
627,1425,6,4437,0,3,4
306,1985,10,4364,0,5,3
228,431,5,6938,0,6,19
196,1564,10,4613,0,5,4
761,1347,7,6706,0,6,6
523,300,13,16177,0,1,61
832,206,5,5444,0,5,30
340,702,6,9710,0,1,16
128,164,7,4525,0,2,31
3,1910,14,7821,0,5,5
222,867,13,3522,0,6,5
296,613,11,4806,0,6,9
782,1579,5,5331,0,6,4
803,308,14,6224,0,4,23
70,633,7,4582,0,4,9
949,285,11,6633,0,4,27
267,1123,10,5309,0,2,6
61,722,10,5063,0,3,8
2,1545,13,4528,0,1,4
573,1408,8,2450,0,6,2
1040,223,8,8206,0,5,42
926,655,9,6397,0,3,11
187,1870,8,4476,0,6,3
179,1112,10,11000,0,5,12
867,1308,8,5455,0,6,5
212,196,12,4578,0,4,27
758,415,5,4183,0,1,12
301,419,11,7049,0,3,19
617,1042,8,6279,0,5,7
581,165,11,3661,0,3,25
87,1339,8,5859,0,5,5
1077,410,5,3790,0,3,11
953,614,11,7196,0,1,14
608,1941,8,5053,0,6,3
484,829,11,6078,0,2,9
467,1291,14,12709,0,4,12
395,1538,8,3492,0,5,3
244,347,9,5408,0,6,18
18,1061,8,9521,0,1,11
296,613,11,5817,0,3,11
318,388,9,8415,0,4,25
268,847,13,5152,0,4,7
17,578,5,2667,0,6,6
274,1596,7,3158,0,1,3
594,284,8,5555,0,2,22
888,637,10,6373,0,5,12
989,1837,11,6203,0,2,4
857,339,5,0,1,4,0
880,429,12,7228,0,4,19
732,1653,6,7819,0,1,6
639,350,7,2826,0,6,10
992,681,14,3723,0,6,7
285,1343,12,3637,0,1,4
830,1160,7,7619,0,3,8
486,681,14,4416,0,4,8
417,1281,11,6449,0,6,6
121,629,12,5434,0,3,10
694,292,10,9699,0,6,38
483,1365,13,4787,0,5,4
366,1380,12,2748,0,6,3
693,351,8,6920,0,3,23
639,350,7,4692,0,5,16
724,1126,5,6531,0,4,7
70,633,7,6407,0,1,12
581,165,11,6044,0,3,42
395,1538,8,3419,0,4,3
78,1169,6,3548,0,4,4
847,669,5,7099,0,6,12
1050,1534,14,8373,0,4,7
484,829,11,5997,0,3,9
779,1700,8,2653,0,6,2
662,182,14,7426,0,6,46
994,1588,6,3139,0,2,3
1078,1908,13,8329,0,4,5
739,97,10,12081,0,2,140
444,56,7,12361,0,6,248
423,1624,13,10462,0,4,8
291,1395,5,8244,0,5,7
865,1226,14,9423,0,1,9
143,759,8,6677,0,3,10
15,713,13,7713,0,2,13
675,485,11,4095,0,1,10
773,817,9,5292,0,2,8
145,1371,9,15301,0,5,13
3,1910,14,5389,0,4,4
315,880,7,2555,0,6,4
933,465,12,6745,0,2,17
526,1500,14,14292,0,2,11
682,649,9,14047,0,2,25
976,1812,13,6178,0,1,4
358,460,7,9030,0,4,22
170,982,10,6983,0,6,8
992,681,14,7460,0,1,13
929,327,6,3776,0,6,13
851,1394,11,4172,0,4,4
1038,963,9,5653,0,2,7
530,1283,14,5158,0,1,5
50,1677,10,5122,0,6,4
365,1429,9,4858,0,2,4
541,1450,7,8756,0,4,7
302,1786,13,3798,0,3,3
431,543,12,7798,0,4,17
321,1649,8,6465,0,4,5
774,829,12,4881,0,3,7
289,1906,13,6287,0,2,4
418,833,11,6334,0,5,9
704,295,11,10800,0,4,42
590,245,6,8396,0,6,39
382,1283,6,8283,0,4,8
231,1289,14,5940,0,5,6
1015,1513,11,5391,0,6,4
1115,454,14,6809,0,2,17
918,1717,6,0,1,1,0
755,1887,11,12104,0,3,8
696,1131,6,12103,0,4,12
335,837,6,11000,0,4,15
548,1288,7,3650,0,3,4
385,1089,8,9019,0,5,10
120,1661,8,7712,0,3,6
1034,154,13,6125,0,1,45
300,624,10,8025,0,1,15
812,328,5,8496,0,3,30
957,512,10,6562,0,1,15
939,1406,6,5776,0,4,5
381,556,10,11228,0,2,23
386,1816,7,6947,0,6,5
748,1561,6,4760,0,6,4
869,1502,10,8250,0,1,7
792,1028,11,8634,0,5,10
914,277,14,11011,0,3,45
1006,339,7,6101,0,2,21
163,1099,10,9710,0,6,10
980,1209,9,12833,0,1,12
78,1169,6,3849,0,5,4
1063,629,14,4204,0,5,8
153,1058,12,9239,0,4,10
1070,1288,14,6553,0,1,6
472,1995,8,5599,0,2,4
821,1043,13,8259,0,5,9
539,933,12,13043,0,1,16
244,347,9,6310,0,2,21
111,1986,13,7705,0,2,5
98,715,12,7792,0,1,13
620,1447,9,6374,0,4,5
811,834,13,6963,0,6,10
376,589,5,7510,0,6,15
231,1289,14,6128,0,6,6
899,424,13,4940,0,5,14
222,867,13,7424,0,1,10
319,1322,11,8732,0,2,8
382,1283,6,5518,0,1,5
400,1423,12,9683,0,3,8
1018,476,13,0,1,1,0
951,752,8,9287,0,3,14
742,1592,11,5352,0,3,4
132,396,11,6362,0,2,18
545,283,13,12854,0,2,51
959,203,13,9577,0,5,53
883,274,6,4578,0,1,19
718,962,5,7461,0,2,9
17,578,5,2677,0,6,6
752,372,10,3939,0,5,12
239,1749,6,3879,0,5,3
749,625,5,6948,0,2,13
111,1986,13,7804,0,4,5
435,1228,9,0,1,3,0
855,356,6,3845,0,6,13
295,968,14,5130,0,5,6
71,1374,13,6562,0,3,6
104,1951,10,8458,0,2,5
7,308,8,10521,0,2,39
529,1504,6,10546,0,1,8
280,52,6,8044,0,1,174
954,1579,10,6779,0,2,5
315,880,7,5887,0,5,8
1011,650,12,7364,0,6,13
422,230,8,4757,0,5,24
337,1480,11,3999,0,2,4
479,451,9,10795,0,5,27
1105,1733,11,6107,0,2,4
642,1026,14,4335,0,1,5
570,1977,13,3714,0,4,3
820,1242,6,12284,0,2,12
414,383,7,7488,0,4,22
974,1115,14,11933,0,4,12
920,202,13,4789,0,1,27
93,638,14,4802,0,1,9
744,1384,8,5780,0,4,5
376,589,5,7101,0,2,14
76,661,10,9148,0,3,16
156,286,7,0,1,4,0
15,713,13,5719,0,1,9
868,1716,5,10661,0,5,7
413,1029,8,8787,0,4,10
422,230,8,4931,0,3,25
390,1536,10,11075,0,1,9
114,201,12,4871,0,6,28
863,1002,13,6502,0,4,8
740,793,13,6908,0,6,10
297,669,9,8158,0,2,14
1053,1133,10,12569,0,4,13
519,1762,11,3933,0,1,3
131,510,14,5130,0,6,12
417,1281,11,8313,0,5,8
119,573,10,6446,0,2,13
743,1474,7,3716,0,5,3
580,1633,11,7901,0,4,6
714,749,5,4118,0,1,7
538,728,8,3834,0,5,6
164,365,5,3828,0,6,12
941,1050,12,5584,0,2,6
624,626,14,5762,0,3,11
36,369,8,7881,0,3,24
652,1137,10,7581,0,2,8
121,629,12,2234,0,6,4
589,1329,11,6750,0,3,6
72,1144,11,4748,0,4,5
155,1641,8,8460,0,5,6
832,206,5,6998,0,4,39
292,438,13,5496,0,2,15
512,133,13,8302,0,7,70
936,1533,5,3995,0,1,3
679,1784,6,7698,0,3,5
767,984,14,4520,0,6,6
765,475,6,8736,0,1,21
819,1559,7,5315,0,6,4
499,1952,10,6150,0,5,4
505,176,12,4869,0,2,31
1025,876,13,7580,0,4,10
258,1224,12,6115,0,3,6
37,695,8,4332,0,3,7
480,1137,14,4904,0,5,5
894,322,9,8287,0,5,29
799,490,12,10980,0,6,26
1097,1310,6,10759,0,7,10
993,75,7,6771,0,2,102
637,1519,5,6493,0,6,5
193,1266,8,3663,0,6,4
364,1840,9,5811,0,5,4
73,81,8,3781,0,5,53
426,1493,12,7200,0,3,6
278,387,11,8207,0,3,24
317,314,14,6150,0,3,22
69,1268,7,12681,0,1,12
949,285,11,3935,0,4,16
796,1942,6,6205,0,1,4
739,97,10,12556,0,4,145
93,638,14,9664,0,1,17
287,1091,12,7860,0,5,9
1039,244,13,9635,0,3,45
462,1723,12,2240,0,6,2
851,1394,11,4419,0,4,4
809,1609,11,7075,0,1,5
255,1603,13,5860,0,5,5
1003,1224,6,9613,0,4,9
693,351,8,4039,0,4,13
3,1910,14,9372,0,2,6
33,1614,6,7332,0,3,6
233,443,12,8351,0,4,22
136,1381,10,3972,0,3,4
857,339,5,10498,0,1,35
723,1296,7,7134,0,4,7
978,1893,5,6220,0,3,4
769,1241,9,9957,0,5,9
721,591,5,9772,0,5,19
1097,1310,6,9443,0,2,9
213,1253,9,9380,0,2,9
492,63,7,6641,0,6,119
664,670,11,5761,0,1,10
396,197,11,8949,0,1,51
954,1579,10,5078,0,2,4
1052,281,6,6968,0,1,28
652,1137,10,4318,0,6,5
50,1677,10,4162,0,3,3
856,1748,10,7279,0,4,5
390,1536,10,9070,0,6,7
676,206,11,6160,0,4,34
770,170,7,7246,0,2,48
266,1138,8,4537,0,5,5
1059,492,9,5945,0,3,14
782,1579,5,5219,0,6,4
498,1252,6,6459,0,4,6
435,1228,9,3613,0,4,4
196,1564,10,6732,0,1,5
1013,921,7,3986,0,5,5
190,887,11,8229,0,1,11
796,1942,6,6400,0,5,4
147,349,8,5238,0,4,17
448,1763,14,9519,0,2,7
947,608,12,11274,0,3,21
335,837,6,19251,0,2,26
142,396,12,4123,0,2,12
1002,76,6,4389,0,3,65
166,186,11,10938,0,1,66
298,646,13,9635,0,2,17
346,977,8,5112,0,2,6
310,262,8,5414,0,2,24
233,443,12,9017,0,3,23
980,1209,9,5273,0,6,5
697,208,7,12479,0,5,68
842,326,9,15914,0,3,55
121,629,12,6343,0,1,12
910,1209,11,6910,0,1,7
1081,1200,6,9455,0,1,9
1108,298,13,6081,0,4,23
749,625,5,4700,0,1,9
510,1254,14,7679,0,4,7
876,1257,11,15067,0,1,14
1020,424,10,9248,0,6,25
782,1579,5,4659,0,2,4
603,666,12,8514,0,2,15
572,1509,12,4901,0,6,4
238,208,12,7542,0,4,41
12,155,14,5602,0,6,41
143,759,8,4729,0,3,7
582,1745,14,8271,0,2,6
793,1979,7,2983,0,1,2
161,510,8,6879,0,4,16
1032,1737,7,6075,0,6,4
334,786,12,8654,0,3,13
293,294,14,5792,0,5,23
169,1321,5,0,1,1,0
14,624,6,6954,0,4,13
645,822,12,9126,0,6,13
92,482,10,6924,0,1,17
128,164,7,5643,0,3,39
464,1879,8,9599,0,3,6
463,954,5,4792,0,6,6
332,618,12,5303,0,1,10
177,902,12,3612,0,1,5
923,456,11,5856,0,2,15
272,1527,11,5298,0,5,4
1055,1767,14,7567,0,5,5
773,817,9,7165,0,3,10
343,1279,6,6684,0,4,6
1067,200,5,8437,0,3,48
1096,1512,6,9912,0,1,8
881,1674,10,3113,0,2,3
166,186,11,6772,0,3,41
433,71,5,4664,0,6,74
705,569,12,4016,0,6,8
1066,1303,6,10749,0,3,10
543,203,5,3383,0,2,19
243,941,13,11006,0,1,14
57,1031,13,12585,0,4,14
368,319,9,12600,0,3,45
236,302,7,7171,0,4,27
22,344,9,4402,0,4,15
765,475,6,8009,0,5,19
817,1385,12,20103,0,2,17
505,176,12,3546,0,6,23
385,1089,8,10659,0,1,11
606,236,11,6473,0,5,31
932,619,13,6794,0,3,13
371,1461,13,5749,0,2,5
461,846,9,3358,0,2,5
840,1825,7,10747,0,1,7
77,1912,11,7279,0,2,5
172,295,7,5991,0,4,23
963,386,6,22595,0,1,66
891,372,13,7110,0,6,22
77,1912,11,5544,0,2,4
665,799,9,7971,0,5,12
568,1090,13,5562,0,2,6
281,1416,11,7254,0,1,6
712,585,11,5409,0,6,11
640,1013,6,12528,0,2,14
234,913,13,10686,0,5,14
748,1561,6,9170,0,1,7
317,314,14,5451,0,2,20
1078,1908,13,6183,0,1,4
802,521,12,10010,0,1,22
613,1610,14,5291,0,2,4
392,1607,8,6471,0,4,5
337,1480,11,4368,0,5,4
394,1017,7,12022,0,1,14
569,1323,14,4979,0,3,5
667,400,13,9093,0,4,26
721,591,5,7261,0,2,14
531,340,9,0,1,2,0
858,1109,14,4348,0,4,5
730,923,10,11231,0,4,14
1089,866,7,9579,0,5,13
63,984,9,6878,0,2,8
613,1610,14,5694,0,3,4
92,482,10,0,1,4,0
582,1745,14,6082,0,4,4
905,987,13,9306,0,2,11
888,637,10,5850,0,1,11
762,51,5,3001,0,4,66
79,1814,10,4378,0,4,3
622,1437,14,4990,0,4,4
765,475,6,8963,0,4,22
100,271,10,6787,0,3,29
833,1794,14,3982,0,5,3
173,832,9,8568,0,5,12
857,339,5,11813,0,6,40
952,766,13,7535,0,1,12
696,1131,6,6757,0,1,7
581,165,11,0,1,5,0
533,709,11,9523,0,5,16
1003,1224,6,9310,0,3,9
803,308,14,4351,0,1,16
126,890,5,5516,0,5,7
415,670,6,6429,0,5,11
305,1657,5,4765,0,5,4
633,665,6,5572,0,2,10
505,176,12,5648,0,3,36
217,1696,5,4839,0,1,4
481,90,13,6378,0,1,80
673,1467,14,5358,0,1,5
587,783,7,6840,0,2,10
374,1027,13,7000,0,5,8
1084,1659,13,6481,0,1,5
1052,281,6,6148,0,2,25
809,1609,11,11251,0,2,8
425,1774,14,2479,0,2,2
829,666,7,6158,0,6,11
214,251,14,9874,0,6,45
33,1614,6,9520,0,2,7
620,1447,9,9681,0,3,8
305,1657,5,3757,0,5,3
212,196,12,5209,0,3,30
672,571,8,7310,0,4,15
1058,1689,7,7681,0,2,6
17,578,5,9463,0,2,19
1081,1200,6,2008,0,6,2
391,497,13,6309,0,2,15
326,314,13,5630,0,5,21
1109,1781,11,3799,0,5,3
425,1774,14,3544,0,2,3
736,87,11,3958,0,5,51
101,1769,13,8891,0,4,6
284,1334,7,6417,0,3,6
866,1533,6,6284,0,2,5
512,133,13,4771,0,2,41
662,182,14,8541,0,4,53
1073,719,5,9465,0,5,15
956,1129,6,2445,0,3,3
832,206,5,6705,0,3,37
168,568,5,8058,0,4,16
602,1850,11,7007,0,4,5
179,1112,10,8113,0,3,9
9,1723,9,5725,0,2,4
434,474,7,9567,0,3,23
201,1862,13,3939,0,3,3
700,1751,9,4612,0,4,3
590,245,6,4927,0,6,23
926,655,9,5434,0,3,10
880,429,12,5998,0,6,16
850,1966,11,4783,0,3,3
285,1343,12,6462,0,6,6
738,1617,8,6292,0,4,5
676,206,11,4995,0,6,28
952,766,13,8344,0,1,13
